FAMILIA,RESISTENCIA,TRAT.SUPERFICIAL,DIA,MES,ANO,PECA_EMPENADA/TORTA,MISTURA,OXIDACAO,TRAT.SUPERFICIAL.1,TRINCA,SEM_PROJECAO,SEM_SERRILHA,CABECA_DIMENSIONAL_MAIOR_QUE_ESPEC,CABECA_DIMENSIONAL_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_CABECA,REBARBA_CABECA,SEM_CHANFRO,CHANFRO_COMPRIMENTO_MAIOR_QUE_ESPEC,CHANFRO_COMPRIMENTO_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_CHANFRO,REBARBA_CHANFRO,CHAVE_ARREDONDADA,EXCESSO_TRATAMENTO_SUPERFICIAL_CHAVE,CHAVE_DIMENSIONAL_MAIOR_QUE_ESPEC,CHAVE_DIMENSIONAL_MENOR_ESPEC,DEFORMACAO_(BATIDA)_CHAVE,REBARBA_CHAVE,FLANGE_DIAMETRO_MAIOR_ESPEC,FLANGE_DIAMETRO_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_FLANGE,FALTA_MATERIAL_FLANGE,REBARBA_FLANGE,DEFORMACAO_(BATIDA)_CORPO,FALTA_MATERIAL_CORPO,SEM_PONTA,PONTA_COMPRIMENTO_MAIOR_QUE_ESPEC,PONTA_COMPRIMENTO_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_PONTA,REBARBA_PONTA,SEM_RECARTILHO,RECARTILHO_CURTO,RECARTILHO_COMPRIDO,DEFORMACAO_(BATIDA)_RECARTILHO,EXCESSO_TRATAMENTO_SUPERFICIAL_ROSCA,SEM_ROSCA,FALTA_DE_FILETES_DE_ROSCA,SOBRA_DE_FILETES_DE_ROSCA,ROSCA_SOBRE_O_CORPO,ROSCA_INCLINADA,DEFORMACAO_(BATIDA)_ROSCA,OBSTRUIDA/FECHADA,FALTA_DE_MATERIAL(ARRUELA),ARRUELA_MAIOR_QUE_A_ESPECIFICACAO,ARRUELA_MENOR_QUE_A_ESPECIFICACAO,SEM_ARRUELA,QTD._MENOR_QUE_O_ESPECIFICADO,QTD._MAIOR_QUE_O_ESPECIFICADO,ARRUELA_TROCADA,ARRUELA_DEFORMADA/BATIDA,TOTAL_DEFEITOS,USINA,QTD_SELECIONADA,MAQUINA,BITOLA,COMPRIMENTO,FAMILIA_ROT,RESISTENCIA_ROT,TRAT_SUPERFICIAL_ROT,USINA_ROT,MATERIA_PRIMA,MATERIA_PRIMA_ROT,MAQUINA_ROT,LOTE_COM_PROBLEMA,TIPO_DEFEITO
PARAF FLANG,8.8,ZA CR3,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,15066,CELULA29 SP37,11.11,20.0,7,10,8,3,1022,4,38,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,12500,CELULA29 SP37,11.11,20.0,7,10,8,3,1022,4,38,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,15900,CELULA29 SP37,11.11,20.0,7,10,8,3,1022,4,38,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,14720,CELULA50 SP18,6.0,20.0,7,10,5,2,10B33,7,50,0,SEM_DEFEITO
PARAF SEXT,8.8,FOSF,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,18950,CELULA14 BF13B3S,8.0,22.0,15,10,4,1,PL22,17,23,0,SEM_DEFEITO
PARAF FLANG,12.9,MICRO FOSF,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,4500,CELULA39 SP38EL,12.0,90.0,7,4,6,3,5137,10,46,0,SEM_DEFEITO
PARAF FLANG,12.9,FOSF,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,7500,CELULA39 SP38EL,12.0,82.0,7,4,4,1,PL41,19,46,0,SEM_DEFEITO
PARAF FLANG,10.9,FOSF,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,7955,CELULA 42 SP38,8.0,45.0,7,2,4,3,5137,10,3,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,1880,CELULA48 SP250,6.0,14.0,7,10,11,2,10B33,7,48,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,9993,CELULA 37 SP48,12.0,50.0,7,10,11,3,5137,10,1,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,19875,CELULA 45 SP28,8.0,55.0,7,10,8,3,1030,5,6,0,SEM_DEFEITO
PARAF 6 LOBE EXT,8.8,ZB CR3,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,16064,CELULA23 BF19-4S,8.0,50.0,1,10,9,3,1030,5,32,0,SEM_DEFEITO
PARAF 6 LOBE INT,8.8,POLIDO,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,5985,CELULA38 HBF-408,6.0,16.0,2,10,7,3,1030,5,45,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,16500,CELULA 54 SP38,10.0,32.0,7,10,5,3,1022,4,10,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DUFERCO,37401,CELULA50 SP18,6.0,18.0,7,10,5,2,10B33,7,50,1,PONTA_COMPRIMENTO_MAIOR_QUE_ESPEC
PARAF FLANG,8.8,ZA CR3,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,19700,CELULA29 SP37,11.11,20.0,7,10,8,3,1022,4,38,0,SEM_DEFEITO
PARAF FLANG,12.9,FOSF,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,4000,CELULA39 SP38EL,12.0,82.0,7,4,4,1,PL41,19,46,0,SEM_DEFEITO
PARAF ALLEN,4.8,ZNNI PRETO,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,24000,CELULA38 HBF-408,6.0,16.0,3,6,11,2,10B33,7,45,0,SEM_DEFEITO
PARAF FLANG,10.9,FOSF,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,16000,CELULA31 SP37CR,10.0,65.0,7,2,4,3,1030,5,40,0,SEM_DEFEITO
PARAF ALLEN,4.8,ZNNI PRETO,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,12300,CELULA38 HBF-408,6.0,16.0,3,6,11,2,10B33,7,45,0,SEM_DEFEITO
PORCA SOLDA,C8,POLIDO,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,18200,CP-06 BFNF19B,8.0,0.0,23,14,7,2,10B21,6,57,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,4000,CELULA39 SP38EL,12.0,75.0,7,2,5,3,5137,10,46,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,7000,CELULA 42 SP38,8.0,70.0,7,10,5,3,5137,10,3,0,SEM_DEFEITO
PARAF FLANG,10.9,ZINC CLEAR,15,12,2025,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,DUFERCO,5502,CELULA31 SP37CR,10.0,60.0,7,2,10,2,10B33,7,40,1,MISTURA
PARAF FLANG,8.8,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,1500,CELULA48 SP250,6.0,14.0,7,10,5,2,10B33,7,48,0,SEM_DEFEITO
PARAF SOLDA,8.8,DEC/OLEADO,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,30849,CELULA11 CH2-LA,6.0,14.0,16,10,1,1,PL22,17,20,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3350,CELULA 42 SP38,8.0,70.0,7,10,5,3,5137,10,3,0,SEM_DEFEITO
PARAF FLANG,10.9,ZINC CLEAR,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,19202,CELULA35 SP27,8.0,25.0,7,2,10,2,10B33,7,43,0,SEM_DEFEITO
PARAF SEXT,10.9,FOSF,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,10001,CELULA14 BF13B3S,8.0,18.0,15,2,4,2,10B33,7,23,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3700,CELULA39 SP38EL,12.0,75.0,7,2,5,3,5137,10,46,0,SEM_DEFEITO
PARAF FLANG,10.9,ZINC CLEAR,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,17900,CELULA31 SP37CR,10.0,60.0,7,2,10,2,10B33,7,40,0,SEM_DEFEITO
PARAF ALLEN,4.8,ZNNI PRETO,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,7459,CELULA38 HBF-408,6.0,16.0,3,6,11,2,10B33,7,45,0,SEM_DEFEITO
PCM,8.8,ZB CR3,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,15000,CELULA32 SP37CR,10.0,66.5,17,10,9,3,5137,10,41,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,8500,CELULA 54 SP38,10.0,32.0,7,10,5,3,1022,4,10,0,SEM_DEFEITO
PARAF 6 LOBE INT,10.9,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,9911,CELULA26 SP27,8.0,35.0,2,2,5,1,PL30,18,35,0,SEM_DEFEITO
PARAF SEXT,8.8,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,6550,CELULA16 ZH30200,8.0,120.0,15,10,5,3,1030,5,25,0,SEM_DEFEITO
PARAF SEXT,8.8,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,5050,CELULA16 ZH30200,8.0,120.0,15,10,5,3,1030,5,25,0,SEM_DEFEITO
PARAF FLANG,9.8,FOSF,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,7547,CELULA 42 SP38,8.0,70.0,7,11,4,3,5137,10,3,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,2500,CELULA 54 SP38,10.0,32.0,7,10,5,3,1022,4,10,0,SEM_DEFEITO
PARAF FLANG,8.8,FOSF,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,30081,CELULA48 SP250,6.0,14.0,7,10,4,2,10B33,7,48,0,SEM_DEFEITO
PCM,8.8,ZB CR3,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,14828,CELULA32 SP37CR,10.0,66.5,17,10,9,3,5137,10,41,0,SEM_DEFEITO
REBITE,5.8,ZNNI TRANSP,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,7216,CELULA13 CH4KM.A,10.0,26.0,24,8,12,3,1015,3,22,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,6300,CELULA 54 SP38,10.0,32.0,7,10,5,3,1022,4,10,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,15000,CELULA48 SP250,6.0,12.0,7,10,8,2,10B33,7,48,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,3100,CELULA48 SP250,8.0,16.0,7,10,11,2,10B33,7,48,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,45700,CELULA50 SP18,6.0,18.0,7,10,5,2,10B33,7,50,0,SEM_DEFEITO
PARAF FLANG,10.9,ZINC CLEAR,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,20000,CELULA31 SP37CR,10.0,60.0,7,2,10,2,10B33,7,40,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,15,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,5150,CELULA35 SP27,8.0,25.0,7,2,5,2,10B33,7,43,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,16,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,6010,CELULA48 SP250,6.0,14.0,7,10,5,2,10B33,7,48,0,SEM_DEFEITO
PARAF FLANG,10.9,FOSF,16,12,2025,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,GERDAU SP,9003,CELULA31 SP37CR,10.0,65.0,7,2,4,3,1030,5,40,1,MISTURA
PARAF ALLEN,10.9,FOSF,16,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TELMETAL,2500,CELULA22 BF19-4S,12.0,60.0,3,2,4,6,L40CR,12,31,0,SEM_DEFEITO
PARAF ALLEN,10.9,FOSF,16,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TELMETAL,2171,CELULA22 BF19-4S,12.0,60.0,3,2,4,6,L40CR,12,31,0,SEM_DEFEITO
PARAF FLANG,10.9,ZINC CLEAR,16,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,9437,CELULA31 SP37CR,10.0,60.0,7,2,10,2,10B33,7,40,0,SEM_DEFEITO
PARAF ALLEN,8.8,ZA CR3,16,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,5775,CELULA27 BF13B3S,6.0,22.0,3,10,8,1,PL22,17,36,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,16,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,20000,CELULA29 SP37,11.11,20.0,7,10,8,3,1022,4,38,0,SEM_DEFEITO
REBITE,5.8,ZNNI TRANSP,16,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,23280,CELULA13 CH4KM.A,10.0,26.0,24,8,12,3,1015,3,22,0,SEM_DEFEITO
PARAF RECART,5.8,ZA CR3,16,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,15033,CELULA 51 SP360L,8.0,111.0,14,8,8,3,1015,3,8,0,SEM_DEFEITO
REBITE,5.8,ZNNI TRANSP,16,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3000,CELULA13 CH4KM.A,10.0,34.0,24,8,12,3,1015,3,22,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,16,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,30311,CELULA48 SP250,6.0,12.0,7,10,8,2,10B33,7,48,0,SEM_DEFEITO
REBITE,5.8,ZNNI TRANSP,16,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3000,CELULA13 CH4KM.A,10.0,34.0,24,8,12,3,1015,3,22,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,16,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,5006,CELULA39 SP38EL,12.0,30.0,7,10,11,3,5137,10,46,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,16,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,2700,CELULA39 SP38EL,12.0,30.0,7,10,11,3,5137,10,46,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,16,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,15700,CELULA 54 SP38,10.0,32.0,7,10,5,3,1022,4,10,0,SEM_DEFEITO
PARAF 6 LOBE INT,12.9,GEOMET,16,12,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,9646,CELULA38 HBF-408,6.0,20.0,2,4,5,2,4140,9,45,0,SEM_DEFEITO
